device_type,service,phrase,multiplier
vacuum,start,"Hey, bringen Sie <device_name> zum Laufen, ja?",2
vacuum,stop,Stoppen Sie den Betrieb von <device_name>.,2
vacuum,stop,Bitte stoppen Sie die aktuelle Aufgabe von <device_name>,2
vacuum,stop,Bitte stoppen Sie <device_name>,2
vacuum,stop,"Können Sie dafür sorgen, dass <device_name> stoppt?",2
vacuum,stop,Stoppen Sie die Reinigung von <device_name>.,2
vacuum,pause,Aktuelle Aufgabe von <device_name> einfrieren.,2
vacuum,pause,"Würde es Ihnen etwas ausmachen, <device_name> einen Moment innezuhalten?",2
vacuum,pause,"Hey, können wir <device_name> bitte pausieren?",2
vacuum,pause,Unterbrechen Sie die Reinigung von <device_name>.,2
vacuum,pause,<device_name> anhalten,2
vacuum,return_to_base,Senden Sie <device_name> zurück an seine Basis.,2
vacuum,return_to_base,"Bitte senden Sie <device_name> an die Basis zurück, wenn Sie möchten.",2
vacuum,return_to_base,"Zeit, nach Hause zu gehen, <device_name>. Kannst du es zurückrufen?",2
vacuum,return_to_base,Leiten Sie <device_name> zum Andocken.,2
vacuum,return_to_base,Bringen Sie <device_name> zu seiner Ladestation zurück.,2
todo,add_item,Bitte fügen Sie <todo> zu meinem <device_name> hinzu.,8
todo,add_item,Können Sie <todo> zum <device_name> hinzufügen?,8
todo,add_item,Ich muss <todo> zu meinem <device_name> hinzufügen.,8
todo,add_item,Fahren Sie fort und fügen Sie <todo> zum <device_name> hinzu.,8
todo,add_item,Könnten Sie bitte <todo> in meinen <device_name> eingeben?,8
todo,add_item,Bitte fügen Sie <todo> in den <device_name> ein.,8
todo,add_item,"Darf ich beantragen, dass <todo> in den <device_name> aufgenommen wird?",8
todo,add_item,"Es wäre sehr dankbar, wenn <todo> auf <device_name> gesetzt werden könnte.",8
todo,add_item,Sollen wir <todo> an meinen <device_name> anhängen?,8
todo,add_item,Fügen wir <todo> zum <device_name> hinzu.,8
todo,add_item,Könnten Sie <todo> auf meinem <device_name> platzieren?,8
todo,add_item,"Wären Sie so freundlich, <todo> in den <device_name> aufzunehmen?",8
todo,add_item,"Ist es möglich, <todo> in <device_name> aufzunehmen?",8
todo,add_item,Könnten wir <todo> zu meinem <device_name> hinzufügen?,8
timer,start,Bitte stellen Sie meinen <device_name> auf <duration> ein.,8
timer,start,Schalten Sie den <device_name>-Timer für <duration> ein.,8
timer,start,Legen Sie den <device_name> für die <duration> fest.,8
timer,start,Starten Sie den <device_name>-Timer für <duration>.,8
timer,start,Legen Sie eine <duration> <device_name> fest.,8
timer,cancel,Brechen Sie den <device_name>-Timer ab.,8
timer,cancel,Bitte stoppen Sie mein <device_name>.,8
timer,cancel,Schalten Sie <device_name> aus.,8
timer,cancel,Bitte schalten Sie den <device_name>-Timer aus.,8
timer,cancel,Der <device_name> wird nicht mehr benötigt.,8
