device_name,english_phrase,service_name
light.bedroom_1,"Toggle the bedroom light",toggle
light.bedroom_1|light.bedroom_2|fan.bedroom,"Deactivate the bedroom lights and the adjacent fan",turn_off|turn_off|turn_off
light.bedroom_1|light.bedroom_2|fan.bedroom,"Switch off the bedroom lights and the adjacent fan",turn_off|turn_off|turn_off
light.bedroom_1|light.bedroom_2|fan.bedroom,"Turn off the bedroom lights and the adjacent fan",turn_off|turn_off|turn_off
light.bedroom_1|light.bedroom_2|light.bedroom_3,"Switch off all lights in the bedroom",turn_off|turn_off|turn_off
light.bedroom_1|light.bedroom_2|light.bedroom_3,"Turn off all lights in the bedroom",turn_off|turn_off|turn_off
light.bedroom_1|light.bedroom_2|light.bedroom_3,"Turn off all the bedroom lights",turn_off|turn_off|turn_off
light.bedroom_1|light.hallway,"Toggle the bedroom and hallway lights",toggle|toggle
light.bedroom_2,"Switch off the bedroom light",turn_off
light.dining_room_1,"Activate the lights in the dining room",turn_on
light.dining_room_1|light.dining_room_2|light.dining_room_3,"Switch on all dining room lights",turn_on|turn_on|turn_on
light.dining_room_1|light.dining_room_2|light.dining_room_3,"Turn on all dining room lights",turn_on|turn_on|turn_on
light.dining_room_1|light.dining_room_2|light.dining_room_3,"Turn on light one, light two, and light three in the dining room",turn_on|turn_on|turn_on
light.dining_room_1|light.kitchen_2,"Switch on the dining and kitchen lights",turn_on|turn_on
light.dining_room_1|light.living_room_1,"Enable the lights in the dining and living rooms",turn_on|turn_on
light.dining_room_1|light.living_room_1,"Switch on the lights in the dining and living rooms",turn_on|turn_on
light.dining_room_1|light.living_room_2,"Turn on the lights in the dining and living rooms",turn_on|turn_on
light.dining_room,"Activate the dining room light",turn_on
light.dining_room,"Switch off the dining room light",turn_off
light.dining_room,"Switch off the dining room light",turn_off
light.dining_room,"Switch off the dining room light",turn_off
light.dining_room,"Switch off the dining room light",turn_off
light.dining_room,"Turn off the dining room light",turn_off
light.dining_room|fan.dining_room,"Toggle the dining room light and activate the fan",toggle|turn_on
light.dining_table_above,"Please toggle the light above the dining table",toggle
light.driveway,"Flip the driveway light",toggle
light.driveway,"Turn on the driveway light",turn_on
light.driveway|light.shed,"Turn on the driveway and shed lights",turn_on|turn_on
light.garage,"Activate the garage light",turn_on
light.garage,"Activate the garage light",turn_on
light.garage,"Flip the light in the garage",toggle
light.garage,"Switch on the garage light",turn_on
light.garage,"Switch on the garage light",turn_on
light.garage|fan.garage,"Activate the garage light and deactivate its fan",turn_on|turn_off
light.garage|fan.garage,"Illuminate the garage while deactivating its fan",turn_on|turn_off
light.garage|fan.garage,"Illuminate the garage while turning off its fan",turn_on|turn_off
light.garage|light.bathroom,"Toggle the garage and bathroom lights",toggle|toggle
light.garage|light.hallway,"Toggle both the garage and hallway lights",toggle|toggle
light.garage|light.hallway,"Toggle the garage and hallway lights",toggle|toggle
light.garden_1,"Deactivate the garden light",turn_off
light.garden_1,"Switch on the garden light",turn_on
light.garden_1,"Turn on the garden light",turn_on
light.garden_1|light.garden_2|light.patio,"Activate the garden lights and deactivate the patio light",turn_on|turn_on|turn_off
light.garden_1|light.garden_2|light.patio,"Turn on the garden lights and switch off the patio light",turn_on|turn_on|turn_off
light.garden_1|light.garden_2|light.patio,"Turn on the garden lights while turning off the patio light",turn_on|turn_on|turn_off
light.garden_2,"Activate the garden light",turn_on
light.garden,"Switch on the garden light",turn_on
light.guest_room,"Could you toggle the light in the guest room",toggle
light.guest_room,"Deactivate the guest room light",turn_off
light.guest_room,"Switch off the guest room light",turn_off
light.guest_room,"Switch on the guest room light",turn_on
light.guest_room,"Toggle the guest room light",toggle
light.guest_room|light.kitchen_1,"Switch on both the guest room and kitchen lights",turn_on|turn_on
light.hallway,"Switch off the hallway light",turn_off
light.hallway,"Switch the state of the light in the hallway",toggle
light.hallway,"Toggle the hallway light",toggle
light.hallway,"Turn off the hallway light",turn_off
light.hallway,"Turn on the hallway light",turn_on
light.hallway|light.guest_room,"Toggle both the hallway and guest room lights",toggle|toggle
light.hallway|light.living_room_1,"Toggle the lights in the hallway and the living room",toggle|toggle
light.kitchen_1,"Switch on the kitchen lights",turn_on
light.kitchen_1,"Toggle the kitchen light",toggle
light.kitchen_1,"Turn on the kitchen light",turn_on
light.kitchen_1|light.hallway,"Switch on the lights in the kitchen and hallway",turn_on|turn_on
light.kitchen_1|light.kitchen_2,"Switch on light one and light two in the kitchen",turn_on|turn_on
light.kitchen_1|light.kitchen_2|fan.kitchen,"Switch on the kitchen lights and fan",turn_on|turn_on|turn_on
light.kitchen_1|light.kitchen_2|fan.kitchen,"Switch the kitchen lights and speed up the fan",toggle|toggle|increase_speed
light.kitchen_1|light.kitchen_2|fan.kitchen,"Toggle the kitchen lights and speed up the fan",toggle|toggle|increase_speed
light.kitchen_1|light.kitchen_2|fan.kitchen,"Toggle the kitchen lights and speed up the fan",toggle|toggle|increase_speed
light.kitchen_1|light.kitchen_2|fan.living_room,"Turn on the kitchen lights and the living room fan",turn_on|turn_on|turn_on
light.kitchen_2,"Switch off the kitchen light",turn_off
light.kitchen_2,"Toggle the kitchen light",toggle
light.kitchen_counter,"Switch off the kitchen counter light",turn_off
light.kitchen_counter,"Switch on the kitchen counter light",turn_on
light.kitchen|fan.kitchen_1|fan.kitchen_2,"Switch on the kitchen light and toggle both fans",turn_on|toggle|toggle
light.living_room_1,"Switch off the living room light",turn_off
light.living_room_1|light.living_room_2|fan.living_room,"Dim the living room lights and slow down the fan",turn_off|turn_off|decrease_speed
light.living_room_1|light.living_room_2|fan.living_room,"Switch off the living room lights and slow down the fan",turn_off|turn_off|decrease_speed
light.living_room_1|light.living_room_2|fan.living_room,"Turn off the lights in the living room and speed up the fan",turn_off|turn_off|increase_speed
light.living_room_1|light.living_room_2|fan.living_room,"Turn off the living room lights and reduce the fan speed",turn_off|turn_off|decrease_speed
light.living_room_1|light.living_room_2|fan.living_room,"Turn on the living room lights and switch off the fan",turn_on|turn_on|turn_off
light.living_room_1|light.living_room_2|fan.living_room,"Turn on the living room lights while turning off the fan",turn_on|turn_on|turn_off
light.living_room,"Turn off the living room light",turn_off
light.living_room,"Turn on the living room light",turn_on
light.living_room|light.bedroom,"Turn on the living room light and off the bedroom light",turn_on|turn_off
light.living_room|light.hallway,"Toggle the lights in the living room and hallway",toggle|toggle
light.master_bedroom_1,"Deactivate the master bedroom light",turn_off
light.master_bedroom_1,"Please activate the master bedroom light",turn_on
light.master_bedroom_lamp,"Turn off the light in the bedroom",turn_off
light.office_1,"Enable the office light",turn_on
light.office_1|light.office_2|fan.office,"Activate all lights and fans in the office",turn_on|turn_on|turn_on
light.office_1|light.office_2|fan.office,"Enable both the office lights and fans",turn_on|turn_on|turn_on
light.office_1|light.office_2|fan.office,"Enable the office lights and fans",turn_on|turn_on|turn_on
light.office,"Deactivate the office light",turn_off
light.office,"Toggle the office light",toggle
light.outdoor,"Toggle the outdoor light",toggle
light.patio,"Deactivate the patio light",turn_off
light.patio,"Disable the patio light",turn_off
light.patio,"Enable the patio light",turn_on
light.patio,"Switch on the patio light",turn_on
light.patio,"Toggle the patio light",toggle
light.patio,"Turn on the patio light",turn_on
light.patio,"Turn on the patio light",turn_on
light.patio|light.pool,"Deactivate the patio and pool lights",turn_off|turn_off
light.patio|light.pool,"Turn off the patio and pool lights",turn_off|turn_off
light.pool,"Activate the pool light",turn_on
light.pool,"Change the status of the pool light",toggle
light.pool,"Turn off the pool light",turn_off
light.pool,"Turn on the pool light",turn_on
light.pool|light.patio,"Turn off the pool and patio lights",turn_off|turn_off
light.shed,"Activate the shed light",turn_on
light.shed,"Activate the shed light",turn_on
light.shed,"Switch on the shed light",turn_on
light.shed,"Switch the shed light on or off",toggle
light.shed|light.driveway,"Enable the shed and driveway lights",turn_on|turn_on
light.shed|light.driveway,"Turn on the shed and driveway lights",turn_on|turn_on
light.study_1|fan.study_2,"Toggle light one and increase the speed of fan two in the study",toggle|increase_speed
light.study_1|light.study_2|light.study_3,"Turn off all three lights in the study",turn_off|turn_off|turn_off
light.study_1|light.study_2|light.study_3|fan.study,"Turn off all lights in the study and slow down the fan",turn_off|turn_off|turn_off|decrease_speed
light.study,"Activate the study light",turn_on
light.study,"Alter the light state in the study",toggle
light.study,"Toggle the study light",toggle
light.study,"Toggle the study light",toggle
light.study,"Turn off the study light",turn_off
light.study,"Turn off the study light",turn_off
light.study|light.bathroom,"Enable both study and bathroom lights",turn_on|turn_on
light.dining_room_chandelier,"Turn on the dining room light",turn_on
light.chandelier_front_hallway,"Hey can you turn on the front hallway chandelier",turn_on
lock.back_door,"Could you disengage the back door lock",unlock
lock.back_door,"Engage the back door lock",lock
lock.bike_storage,"Disengage the lock on the bike storage",unlock
lock.front_door,"Lock the front door",lock
lock.front_door,"Unlock the front door",unlock
lock.nursery,"Can you secure the nursery door",lock
lock.office,"Please lock the office",lock
lock.office,"Please unlock the office",unlock
lock.tool_shed,"Unlock the tool shed",unlock
lock.wine_cellar,"Could you lock the wine cellar",lock
media_player.kitchen,"Could you start the media in the kitchen",turn_on
media_player.kitchen,"Play the previous track in the kitchen",media_previous_track
media_player.kitchen,"Please raise the volume in the kitchen",volume_up
media_player.living_room,"Activate the media in the living room",turn_on
media_player.living_room,"Mute the media player in the living room",volume_mute
media_player.living_room,"Skip to the next track in the living room",media_next_track
media_player.living_room,"Turn up the volume in the living room",volume_up
media_player.master_bedroom,"Can you increase the volume on the master bedroom media player",volume_up
media_player.master_bedroom,"Pause the media in the master bedroom",media_pause
media_player.master_bedroom,"Turn on the master bedroom media player",turn_on
media_player.nursery,"Please play the media in the nursery",media_play
media_player.nursery,"Stop the media in the nursery",media_stop
media_player.nursery,"Turn down the volume in the nursery",volume_down
media_player.office,"Can you decrease the volume in the office",volume_down
