service,response_starting,response_confirmed,persona,short
fan.turn_on,Démarrage de <device_name> pour vous,Le <device_name> a été démarré.,assistant,0
fan.turn_on,Activation de <device_name> en cours,<device_name> est maintenant activé,assistant,0
fan.turn_on,"Certainement, en démarrant <device_name>.","C’est fait, <device_name> est maintenant allumé.",assistant,0
fan.turn_on,Allumer <device_name> maintenant.,Le <device_name> est maintenant allumé.,assistant,0
fan.turn_on,Démarrage de <device_name> en cours.,Le <device_name> est maintenant en marche.,assistant,0
fan.turn_off,Désactivation de <device_name> en cours.,Le <device_name> a été désactivé.,assistant,0
fan.turn_off,J'arrête <device_name> pour vous.,Le <device_name> est maintenant arrêté.,assistant,0
fan.turn_off,"Certainement, j'arrête <device_name>.","C'est fait, <device_name> est arrêté.",assistant,0
fan.turn_off,Je désactive <device_name>.,<device_name> a été désactivé.,assistant,0
fan.decrease_speed,Je réduis la vitesse de <device_name>.,La vitesse de <device_name> a été réduite.,assistant,0
fan.decrease_speed,Réduction de la vitesse de <device_name> en cours.,La vitesse de <device_name> a été réduite comme demandé.,assistant,0
fan.increase_speed,J'augmente la vitesse de <device_name>.,La vitesse de <device_name> a été augmentée.,assistant,0
fan.decrease_speed,Je ralentis <device_name> pour vous,<device_name> a été ralenti,assistant,0
fan.increase_speed,Augmentation de la vitesse de <device_name> en cours.,La vitesse de <device_name> a été augmentée.,assistant,0
fan.increase_speed,Accélération de <device_name> en cours,Le <device_name> a été accéléré,assistant,0
fan.decrease_speed,Je réduis la vitesse de <device_name>.,La vitesse de <device_name> a été réduite.,assistant,0
fan.increase_speed,J'augmente la vitesse de <device_name>.,La vitesse de <device_name> a été augmentée.,assistant,0
garage_door.open_cover,J'ouvre la porte du garage maintenant.,La porte du garage est ouverte.,assistant,0
garage_door.open_cover,J'ouvre la porte du garage.,La porte du garage est ouverte.,assistant,0
garage_door.open_cover,J'ouvre la porte du garage.,La porte du garage est ouverte.,assistant,0
garage_door.close_cover,Je ferme la porte du garage pour toi.,La porte du garage est fermée.,assistant,0
garage_door.close_cover,Fermeture de la porte du garage en cours.,La porte du garage est maintenant fermée.,assistant,0
garage_door.close_cover,"Bien sûr, je commence à fermer la porte du garage.","Bien sûr, la porte du garage est maintenant fermée.",assistant,0
garage_door.stop_cover,J'arrête la porte du garage maintenant.,La porte du garage est maintenant arrêtée.,assistant,0
garage_door.stop_cover,J'arrête la porte du garage pour toi.,La porte du garage est arrêtée.,assistant,0
garage_door.stop_cover,J'arrête le mouvement de la porte de garage.,Le mouvement de la porte de garage est maintenant arrêté.,assistant,0
garage_door.toggle,Je bascule l'état de la porte de garage pour vous.,L'état de la porte de garage a été basculé pour vous.,assistant,0
garage_door.toggle,Je change l'état de la porte de garage pour vous.,L'état de la porte de garage a été changé.,assistant,0
garage_door.toggle,Je change l'état de la porte de garage maintenant.,L'état de la porte de garage a été changé.,assistant,0
garage_door.open_cover,Ouverture de <device_name> en cours,Ouverture de <device_name> effectuée,assistant,0
garage_door.open_cover,Je soulève <device_name> pour vous,Le <device_name> a été soulevé pour vous,assistant,0
garage_door.stop_cover,Geler la position de <device_name> en cours.,La position de <device_name> est gelée.,assistant,0
garage_door.stop_cover,"Certainement, j'arrête <device_name>.","Certainement, <device_name> est arrêté.",assistant,0
garage_door.stop_cover,Arrêt de l'opération <device_name> en cours.,L'opération <device_name> a été arrêtée.,assistant,0
garage_door.open_cover,Augmenter <device_name> maintenant.,Le <device_name> a été augmenté.,assistant,0
garage_door.open_cover,Ouverture de <device_name> maintenant.,Ouverture de <device_name> terminée.,assistant,0
garage_door.stop_cover,Arrêt de <device_name> en cours.,Le <device_name> est arrêté.,assistant,0
garage_door.close_cover,Fermeture de <device_name> en cours.,Fermeture de <device_name> terminée.,assistant,0
garage_door.close_cover,Arrêt de <device_name> en cours.,Arrêt de <device_name> effectué.,assistant,0
garage_door.close_cover,Je baisse <device_name> pour vous,J'ai abaissé <device_name> pour vous,assistant,0
garage_door.toggle,Inversion de l'état <device_name> en cours,L'état de <device_name> a bien été inversé,assistant,0
garage_door.close_cover,Fermeture de <device_name> en cours.,Fermeture de <device_name> terminée.,assistant,0
garage_door.toggle,Je change l'état de <device_name> comme demandé.,L'état de <device_name> a été changé comme demandé.,assistant,0
garage_door.toggle,Je bascule <device_name> maintenant pour vous.,Le <device_name> a été basculé pour vous.,assistant,0
light.turn_on,J'allume la lumière pour vous.,La lumière est allumée.,assistant,0
light.turn_on,"Bien sûr, j'allume la lumière maintenant.","Voilà, la lumière est allumée.",assistant,0
garage_door.toggle,Je bascule <device_name>.,Le <device_name> a été basculé.,assistant,0
light.turn_on,Je m'occupe d'allumer la lumière.,La lumière est allumée.,assistant,0
light.turn_off,J'éteins la lumière maintenant.,La lumière est éteinte.,assistant,0
light.turn_off,J'éteins la lumière pour toi.,La lumière est maintenant éteinte.,assistant,0
light.turn_off,"Bien sûr, j'éteins la lumière maintenant.",La lumière est maintenant éteinte.,assistant,0
light.toggle,Je bascule la lumière pour vous.,La lumière a été basculée.,assistant,0
light.toggle,Je change l'état de la lumière maintenant.,L'état de la lumière a été changé.,assistant,0
light.toggle,J'allume la lumière pour toi.,La lumière est allumée.,assistant,0
light.toggle,Je bascule <device_name> pour vous.,J'ai basculé <device_name> pour vous.,assistant,0
light.toggle,Inversion de l'état <device_name> en cours.,L'état de <device_name> a été inversé.,assistant,0
light.toggle,Je change l'état de <device_name> comme demandé.,L'état de <device_name> a bien été changé.,assistant,0
light.toggle,Je bascule <device_name>.,Le <device_name> est maintenant basculé.,assistant,0
light.turn_on,Activation de <device_name> en cours,Activation de <device_name> terminée,assistant,0
light.turn_on,Allumage de <device_name> en cours.,Le <device_name> a été allumé.,assistant,0
light.turn_on,"Bien sûr, j'active <device_name> maintenant","C’est fait, <device_name> est maintenant allumé",assistant,0
light.turn_on,Je réduis <device_name> à <brightness>% de luminosité.,J’ai réduit <device_name> à <brightness>% de luminosité.,assistant,0
light.turn_on,Je règle la luminosité de <device_name> sur <brightness>% maintenant.,La luminosité de <device_name> a été réglée sur <brightness>%.,assistant,0
light.turn_on,Activation de <device_name> en cours,Activation de <device_name> terminée,assistant,0
light.turn_on,J'allume <device_name>.,<device_name> est allumé.,assistant,0
light.turn_on,Réglage de la luminosité de <device_name> sur <brightness> en cours.,La luminosité de <device_name> est maintenant réglée sur <brightness>.,assistant,0
light.turn_on,J'éclaircis <device_name> à <brightness> %.,<device_name> est maintenant éclairci à <brightness> %.,assistant,0
light.turn_on,J'augmente la luminosité de <device_name> à <brightness>.,La luminosité de <device_name> est maintenant à <brightness>.,assistant,0
light.turn_on,Je réduis la luminosité de <device_name> à <brightness>.,La luminosité de <device_name> est maintenant réglée à <brightness>.,assistant,0
light.turn_on,Je règle le niveau de luminosité de <device_name> sur <brightness>%.,Le niveau de luminosité de <device_name> est réglé sur <brightness>%.,assistant,0
light.turn_on,Je change la couleur de <device_name> en <color>.,La couleur de <device_name> est maintenant <color>.,assistant,0
light.turn_on,Je règle <device_name> à <brightness>% de luminosité.,<device_name> est maintenant à <brightness>% de luminosité.,assistant,0
light.turn_on,En tournant <device_name> <color>.,Le <device_name> est maintenant <color>.,assistant,0
light.turn_on,Je définis <device_name> sur <color>.,J’ai défini <device_name> sur <color>.,assistant,0
light.turn_on,Je change <device_name> en une teinte <color>.,<device_name> est maintenant en teinte <color>.,assistant,0
light.turn_on,Je fais briller <device_name> en <color>.,<device_name> brille maintenant en <color>.,assistant,0
light.turn_on,Transformation de <device_name> en une teinte <color>.,Le <device_name> est maintenant en teinte <color>.,assistant,0
light.turn_on,Définition de <device_name> sur un <color> en cours.,Le <device_name> est maintenant réglé sur un <color>.,assistant,0
light.turn_on,Définition de <device_name> sur une couleur <color> en cours.,Le <device_name> est maintenant réglé sur la couleur <color>.,assistant,0
light.turn_on,Transformation de <device_name> en <color> en cours.,Le <device_name> est maintenant en <color>.,assistant,0
light.turn_on,Ajustement de <device_name> à la couleur <color> en cours.,Ajustement de <device_name> à la couleur <color> effectué.,assistant,0
light.turn_on,Faire briller <color> maintenant.,<color> brille.,assistant,0
light.turn_on,Remplacement de <device_name> par <color> en cours.,Remplacement de <device_name> par <color> terminé.,assistant,0
light.turn_on,Je passe la couleur <device_name> à <color>.,La couleur de <device_name> est maintenant <color>.,assistant,0
light.turn_on,Je mets <device_name> en marche pour afficher une lumière <color>.,<device_name> affiche maintenant une lumière <color>.,assistant,0
light.turn_on,Définition de <device_name> dans <color> en cours.,Définition de <device_name> dans <color> terminée.,assistant,0
light.turn_off,Désactivation de <device_name> en cours,Désactivation de <device_name> terminée,assistant,0
light.turn_on,Définition de la couleur <device_name> sur <color> en cours.,Couleur <device_name> réglée sur <color>.,assistant,0
light.turn_off,Désactivation de <device_name> en cours.,<device_name> est maintenant désactivé.,assistant,0
light.turn_off,Désactivation de <device_name> en cours.,<device_name> a été désactivé.,assistant,0
light.turn_off,Désactivation de <device_name> en cours.,Désactivation de <device_name> terminée.,assistant,0
light.turn_off,"Bien sûr, je désactive <device_name> maintenant.","Bien sûr, <device_name> est désactivé.",assistant,0
lock.lock,Je verrouille la porte pour vous.,La porte est maintenant verrouillée.,assistant,0
lock.lock,Je verrouille la porte maintenant.,La porte est verrouillée.,assistant,0
lock.lock,Je sécurise la serrure pour vous.,La serrure est maintenant sécurisée.,assistant,0
lock.unlock,Je déverrouille la porte comme vous l'avez demandé.,La porte est maintenant déverrouillée comme vous l'avez demandé.,assistant,0
lock.unlock,J'ouvre la porte pour toi.,La porte est maintenant ouverte.,assistant,0
lock.lock,Activation du verrouillage sur <device_name> en cours.,Le verrouillage a été activé sur <device_name>.,assistant,0
lock.unlock,"Bien sûr, je déverrouille la porte maintenant.","Voilà, la porte est déverrouillée.",assistant,0
lock.lock,Verrouillage de <device_name> en cours.,Le <device_name> est maintenant verrouillé.,assistant,0
lock.lock,Je sécurise <device_name> pour vous,Le <device_name> a été sécurisé,assistant,0
lock.lock,Je sécurise <device_name>.,<device_name> est maintenant sécurisé.,assistant,0
lock.lock,Verrouillage de <device_name> en cours.,<device_name> est maintenant verrouillé.,assistant,0
lock.unlock,Déverrouillage de <device_name> en cours.,Le <device_name> est déverrouillé.,assistant,0
lock.unlock,Désactivation du verrouillage sur <device_name> en cours.,Le verrouillage sur <device_name> a été désactivé.,assistant,0
lock.unlock,Déverrouillage de <device_name> en cours.,Déverrouillage de <device_name> effectué.,assistant,0
media_player.turn_on,Je lance le lecteur multimédia.,Le lecteur multimédia est lancé.,assistant,0
lock.unlock,Désecurisation de <device_name> en cours.,Désecurisation de <device_name> effectuée.,assistant,0
media_player.turn_on,Allumage du lecteur multimédia en cours.,Le lecteur multimédia est allumé.,assistant,0
media_player.turn_on,"Bien sûr, j'active le lecteur multimédia.",Le lecteur multimédia est maintenant activé.,assistant,0
media_player.turn_off,J'éteins le lecteur multimédia pour vous.,Le lecteur multimédia est maintenant éteint.,assistant,0
media_player.turn_off,"Bien sûr, je désactive le lecteur multimédia maintenant.",Le lecteur multimédia est maintenant désactivé.,assistant,0
media_player.turn_off,Je suis en train d'éteindre le lecteur multimédia.,Le lecteur multimédia est éteint.,assistant,0
media_player.toggle,Je bascule le lecteur multimédia pour vous.,Le lecteur multimédia a été basculé.,assistant,0
media_player.toggle,J'active le lecteur multimédia.,Le lecteur multimédia est maintenant activé.,assistant,0
media_player.toggle,Je change l'état du lecteur multimédia.,L'état du lecteur multimédia a été changé.,assistant,0
media_player.volume_up,J'augmente le volume pour vous.,Le volume a été augmenté.,assistant,0
media_player.volume_up,Je commence à augmenter le volume.,Le volume a été augmenté.,assistant,0
media_player.volume_up,"Bien sûr, j'augmente le volume maintenant.",Le volume a été augmenté.,assistant,0
media_player.volume_down,Je baisse le volume comme vous l'avez demandé.,Le volume a été réduit comme vous l'avez demandé.,assistant,0
media_player.volume_down,Je baisse le volume pour toi.,Le volume a été baissé.,assistant,0
media_player.volume_mute,Je coupe le volume pour vous.,Le volume est maintenant coupé.,assistant,0
media_player.volume_down,Je baisse le volume pour vous.,Le volume a été baissé.,assistant,0
media_player.volume_mute,"Bien sûr, je coupe le volume.",Le volume est coupé.,assistant,0
media_player.volume_mute,Je désactive le lecteur multimédia maintenant.,Le lecteur multimédia est désactivé.,assistant,0
media_player.media_play_pause,Je bascule la lecture/pause sur le lecteur multimédia.,Lecture/pause basculée sur le lecteur multimédia.,assistant,0
media_player.media_play_pause,Basculement entre lecture et pause en cours.,Le basculement entre lecture et pause est terminé.,assistant,0
media_player.media_play_pause,Je bascule entre lecture et pause pour vous.,Le lecteur est maintenant basculé entre lecture et pause.,assistant,0
media_player.media_play,Je commence à diffuser les médias pour vous.,Les médias sont diffusés.,assistant,0
media_player.media_play,Démarrage de la lecture multimédia en cours.,Lecture multimédia démarrée.,assistant,0
media_player.media_play,Je lance la lecture maintenant.,La lecture a bien démarré.,assistant,0
media_player.media_pause,Je mets les médias en pause pour vous.,Les médias sont maintenant en pause.,assistant,0
media_player.media_pause,Je mets en pause la lecture multimédia.,La lecture multimédia est maintenant en pause.,assistant,0
media_player.media_pause,"Bien sûr, je mets la lecture en pause.",La lecture est maintenant en pause.,assistant,0
media_player.media_stop,Arrêt de la lecture multimédia en cours.,Lecture multimédia arrêtée.,assistant,0
media_player.media_stop,Je m'occupe d'arrêter la lecture.,J'ai arrêté la lecture.,assistant,0
media_player.media_next_track,Je passe au morceau suivant pour vous.,Le morceau suivant est maintenant en lecture.,assistant,0
media_player.media_next_track,Je passe à la piste suivante.,La piste suivante est maintenant en lecture.,assistant,0
media_player.media_stop,J'arrête les médias pour vous.,Les médias ont été arrêtés.,assistant,0
media_player.media_next_track,Je passe à la piste suivante maintenant.,La piste suivante est maintenant en lecture.,assistant,0
media_player.media_previous_track,Je reviens à la piste précédente.,"C’est fait, la piste précédente est sélectionnée.",assistant,0
media_player.media_previous_track,"Je reviens au morceau précédent, un instant.",Le morceau précédent est maintenant lancé.,assistant,0
media_player.media_previous_track,Je reviens à la piste précédente...,J'ai repris la piste précédente.,assistant,0
media_player.volume_up,J'augmente le volume de <device_name>.,Le volume de <device_name> a été augmenté.,assistant,0
media_player.volume_up,J'augmente un peu <device_name>.,Le volume de <device_name> a été augmenté.,assistant,0
media_player.media_play,Je démarre la lecture sur <device_name>.,Lecture démarrée sur <device_name>.,assistant,0
media_player.volume_up,Je rends <device_name> plus fort.,"C’est fait, <device_name> est plus fort.",assistant,0
media_player.media_play,Je lance la lecture sur <device_name>.,Lecture sur <device_name> démarrée.,assistant,0
media_player.media_play,Lecture multimédia en cours sur <device_name>.,Lecture multimédia lancée sur <device_name>.,assistant,0
media_player.media_stop,Arrêt de la lecture sur <device_name> en cours.,Lecture arrêtée sur <device_name>.,assistant,0
media_player.media_stop,Arrêt de <device_name> en cours.,Le <device_name> est maintenant arrêté.,assistant,0
media_player.media_stop,Fin de la session sur <device_name> en cours.,La session sur <device_name> est terminée.,assistant,0
media_player.volume_down,Diminution du volume de <device_name> en cours.,Le volume de <device_name> a été diminué.,assistant,0
media_player.volume_down,Désactivation de <device_name> en cours.,Désactivation de <device_name> effectuée.,assistant,0
media_player.volume_down,Je baisse le volume de <device_name>.,Le volume de <device_name> a été baissé.,assistant,0
media_player.volume_mute,Désactivation de <device_name> en cours.,Désactivation de <device_name> effectuée.,assistant,0
media_player.volume_mute,Je désactive <device_name> maintenant.,<device_name> est désactivé.,assistant,0
media_player.media_pause,Suspension de <device_name> en cours.,<device_name> est maintenant suspendu.,assistant,0
media_player.volume_mute,Je mets <device_name> en sourdine.,<device_name> est maintenant muet.,assistant,0
media_player.media_pause,Suspendre <device_name> maintenant.,<device_name> est maintenant suspendu.,assistant,0
media_player.media_next_track,Je passe à la piste suivante sur <device_name>.,La piste suivante est maintenant jouée sur <device_name>.,assistant,0
media_player.media_pause,Mise en pause de la lecture sur <device_name>.,Lecture en pause sur <device_name>.,assistant,0
media_player.media_next_track,Je passe à la chanson suivante sur <device_name>.,La chanson suivante joue maintenant sur <device_name>.,assistant,0
media_player.media_previous_track,Je reviens à la piste précédente sur <device_name>.,La piste précédente est maintenant jouée sur <device_name>.,assistant,0
media_player.media_next_track,J'ignore cette piste sur <device_name>.,La piste a été ignorée sur <device_name>.,assistant,0
media_player.media_previous_track,Revenir en arrière sur <device_name>...,Revenir en arrière sur <device_name> effectué.,assistant,0
media_player.media_previous_track,Rembobinage à la chanson précédente sur <device_name> en cours.,"Rembobinage effectué, la chanson précédente est sur <device_name>.",assistant,0
switch.turn_on,Je vais allumer la lumière maintenant.,La lumière est allumée.,assistant,0
switch.turn_on,J'allume l'interrupteur pour vous.,L'interrupteur est maintenant allumé.,assistant,0
switch.turn_on,J'allume l'interrupteur.,L'interrupteur est allumé.,assistant,0
switch.turn_off,J'éteins l'interrupteur comme demandé.,L'interrupteur est éteint.,assistant,0
switch.turn_off,J'éteins l'appareil pour vous.,L'appareil est maintenant éteint.,assistant,0
switch.turn_off,"Bien sûr, j'éteins l'interrupteur.","Bien sûr, l'interrupteur est éteint.",assistant,0
switch.toggle,Je change l'état du commutateur.,L'état du commutateur a été changé.,assistant,0
switch.toggle,Basculement du commutateur en cours.,Le commutateur a été basculé.,assistant,0
switch.toggle,J'active l'interrupteur pour vous.,L'interrupteur est maintenant activé.,assistant,0
switch.toggle,Je bascule <device_name>.,<device_name> est maintenant basculé.,assistant,0
switch.toggle,Je bascule <device_name> maintenant.,J'ai basculé <device_name> comme demandé.,assistant,0
switch.toggle,"Oui, j'active <device_name>.","Oui, <device_name> est activé.",assistant,0
switch.toggle,"Oui, je bascule <device_name> maintenant.","Oui, <device_name> est maintenant basculé.",assistant,0
switch.toggle,Modification de l'état de <device_name> en cours.,L'état de <device_name> a été modifié.,assistant,0
switch.turn_on,Activation de <device_name> en cours.,Le <device_name> est maintenant activé.,assistant,0
switch.turn_on,Activation de <device_name> en cours.,Le <device_name> est activé.,assistant,0
switch.toggle,Je bascule rapidement <device_name>.,<device_name> a été basculé rapidement.,assistant,0
switch.turn_on,J'allume <device_name> maintenant.,J'ai allumé <device_name>.,assistant,0
switch.turn_on,Je lance l'activation de <device_name>.,"C'est fait, <device_name> est activé.",assistant,0
switch.turn_on,J'allume <device_name> maintenant.,<device_name> est maintenant allumé.,assistant,0
switch.turn_on,Allumage de <device_name> en cours.,Le <device_name> est maintenant allumé.,assistant,0
switch.turn_on,J'active <device_name> maintenant.,<device_name> a bien été activé.,assistant,0
switch.turn_off,Je suis en train d'éteindre <device_name>.,Le <device_name> a été éteint.,assistant,0
switch.turn_off,Désactivation de <device_name> en cours.,Le <device_name> a été désactivé.,assistant,0
switch.turn_off,Je désactive <device_name>.,Le <device_name> est maintenant désactivé.,assistant,0
switch.turn_off,Désactivation de <device_name> en cours.,Le <device_name> est désactivé.,assistant,0
switch.turn_off,"D'accord, je désactive <device_name>.",Le <device_name> a bien été désactivé.,assistant,0
switch.turn_off,J'éteins <device_name> à l'heure du coucher.,Le <device_name> est éteint à l'heure du coucher.,assistant,0
switch.turn_off,Désactivation de <device_name> en cours.,Le <device_name> a été désactivé.,assistant,0
blinds.close_cover,Fermeture de <device_name> en cours.,Fermeture de <device_name> effectuée.,assistant,1
blinds.close_cover,J'abaisse <device_name>.,Le <device_name> est abaissé.,assistant,1
blinds.close_cover,Fermeture de <device_name> en cours.,Fermeture de <device_name> terminée.,assistant,1
blinds.open_cover,Je soulève <device_name>.,Le <device_name> est soulevé.,assistant,1
blinds.open_cover,Élévation de <device_name> en cours.,<device_name> est maintenant élevé.,assistant,1
fan.decrease_speed,Je ralentis <device_name>.,J'ai ralenti <device_name>.,assistant,1
blinds.open_cover,ouverture de <device_name> en cours,ouverture de <device_name> effectuée,assistant,1
fan.decrease_speed,Je réduis la vitesse de <device_name>.,La vitesse de <device_name> a été réduite.,assistant,1
fan.decrease_speed,Réduction de <device_name> en cours.,<device_name> réduit.,assistant,1
fan.increase_speed,Accélération de <device_name> en cours.,Accélération de <device_name> terminée.,assistant,1
fan.toggle,Je bascule <device_name> maintenant.,<device_name> a été basculé.,assistant,1
fan.increase_speed,Augmentation de la vitesse de <device_name> en cours.,La vitesse de <device_name> a été augmentée.,assistant,1
fan.increase_speed,Accélération de <device_name> en cours.,Accélération de <device_name> terminée.,assistant,1
fan.toggle,Je retourne <device_name>.,<device_name> a été retourné.,assistant,1
fan.turn_off,J'arrête <device_name>.,Le <device_name> est arrêté.,assistant,1
fan.turn_off,Désactivation de <device_name> en cours.,<device_name> est maintenant désactivé.,assistant,1
fan.turn_off,Je désactive <device_name>.,<device_name> est désactivé.,assistant,1
garage_door.close_cover,Fermeture de <device_name> en cours.,Fermeture de <device_name> terminée.,assistant,1
fan.turn_on,Démarrage de <device_name> en cours.,<device_name> est maintenant en marche.,assistant,1
fan.turn_on,Activation de <device_name> en cours.,Le <device_name> est maintenant activé.,assistant,1
garage_door.close_cover,Fermeture de <device_name> en cours.,Fermeture de <device_name> terminée.,assistant,1
garage_door.open_cover,Ouverture de <device_name> en cours.,Le <device_name> est maintenant ouvert.,assistant,1
garage_door.close_cover,Je désactive <device_name>,<device_name> désactivé,assistant,1
garage_door.open_cover,Je suis en train de soulever <device_name>.,Le <device_name> est maintenant soulevé.,assistant,1
light.toggle,Je bascule <device_name>.,Le <device_name> a été basculé.,assistant,1
