service,response_starting,response_confirmed,persona,short
media_player.volume_mute,Muting <device_name> now.,Muted <device_name>.,assistant,0
media_player.volume_mute,Silencing <device_name> now.,<device_name> is now muted.,assistant,0
media_player.volume_mute,Muting <device_name> now.,Muted <device_name>.,assistant,0
media_player.media_pause,Pausing <device_name> now.,Paused <device_name>.,assistant,0
media_player.media_pause,Pausing <device_name> now.,<device_name> is now paused.,assistant,0
media_player.media_pause,Pausing playback on <device_name> now.,Playback paused on <device_name>.,assistant,0
media_player.media_next_track,Skipping to the next track on <device_name> now.,Skipped to the next track on <device_name>.,assistant,0
media_player.media_next_track,Advancing to the next song on <device_name> now.,The next song is now playing on <device_name>.,assistant,0
media_player.media_next_track,Skipping this track on <device_name> now.,Skipped the track on <device_name>.,assistant,0
media_player.media_previous_track,Going back to the previous track on <device_name> now.,Previous track is now playing on <device_name>.,assistant,0
media_player.media_previous_track,Rewinding to the previous song on <device_name> now.,The previous song is now playing on <device_name>.,assistant,0
media_player.media_previous_track,Going back a track on <device_name> now.,Went back a track on <device_name>.,assistant,0
switch.turn_on,Turning on the switch now.,The switch is now on.,assistant,0
switch.turn_on,"Sure, turning on the light now.",The light is now on.,assistant,0
switch.turn_on,Turning the switch on now.,The switch is now on.,assistant,0
switch.turn_off,Turning off the switch now.,The switch has been turned off.,assistant,0
switch.turn_off,Switching off the device for you.,The device has been switched off.,assistant,0
switch.turn_off,"Sure, turning off the switch now.",The switch is now off.,assistant,0
switch.toggle,Toggling the switch now.,The switch has been toggled.,assistant,0
switch.toggle,Changing the switch's state now.,The switch's state has been changed.,assistant,0
switch.toggle,Toggling the switch now.,The switch has been toggled.,assistant,0
switch.toggle,Toggling <device_name> now.,The <device_name> has been toggled.,assistant,0
switch.toggle,"Yes, toggling <device_name> now.","Yes, <device_name> has been toggled.",assistant,0
switch.toggle,Toggling <device_name> now.,The <device_name> has been toggled.,assistant,0
switch.toggle,Toggling <device_name> now.,The <device_name> has been toggled.,assistant,0
switch.toggle,Changing the state of <device_name> now.,The state of <device_name> has been changed.,assistant,0
switch.toggle,Quickly toggling <device_name> now.,Quickly toggled <device_name>.,assistant,0
switch.turn_on,Turning on <device_name> now.,<device_name> is now on.,assistant,0
switch.turn_on,I'm turning on <device_name> now.,I've turned on <device_name>.,assistant,0
switch.turn_on,Activating <device_name> now.,The <device_name> is now active.,assistant,0
switch.turn_on,"Sure, turning <device_name> on now.","Sure, <device_name> is now on.",assistant,0
switch.turn_on,Switching on <device_name> now.,<device_name> is now on.,assistant,0
switch.turn_on,"Sure, I'm lighting up <device_name> now.","Sure, <device_name> is now lit.",assistant,0
switch.turn_on,Turning <device_name> on now.,<device_name> is now on.,assistant,0
switch.turn_off,Turning off <device_name> now.,The <device_name> is now off.,assistant,0
switch.turn_off,Turning off <device_name> now.,The <device_name> is now off.,assistant,0
switch.turn_off,Deactivating <device_name> now.,The <device_name> has been deactivated.,assistant,0
switch.turn_off,"Okay, turning <device_name> off now.","Okay, <device_name> is now off.",assistant,0
switch.turn_off,"Okay, I'm turning off <device_name> now.","Okay, <device_name> is now off.",assistant,0
switch.turn_off,Shutting off <device_name> now for bedtime.,The <device_name> is now off for bedtime.,assistant,0
switch.turn_off,Turning off <device_name> now.,<device_name> is now off.,assistant,0
blinds.close_cover,shutting <device_name> now,<device_name> is now shut,assistant,1
blinds.close_cover,lowering <device_name> now,<device_name> is now lowered,assistant,1
blinds.close_cover,Closing <device_name> now.,<device_name> is now closed.,assistant,1
blinds.open_cover,Raising <device_name> now.,Raised <device_name>.,assistant,1
blinds.open_cover,Lifting <device_name> now.,The <device_name> is now lifted.,assistant,1
blinds.open_cover,opening <device_name> now,<device_name> is now open,assistant,1
fan.decrease_speed,Slowing down <device_name> now.,<device_name> has been slowed down.,assistant,1
fan.decrease_speed,Reducing speed of <device_name> now.,Speed of <device_name> has been reduced.,assistant,1
fan.decrease_speed,Reducing <device_name> now.,Reduced <device_name>.,assistant,1
fan.increase_speed,Speeding up <device_name> now.,<device_name> is now speeding up.,assistant,1
fan.increase_speed,Increasing speed of <device_name> now.,Speed of <device_name> has been increased.,assistant,1
fan.increase_speed,Ramping up <device_name> now.,<device_name> is now running at higher speed.,assistant,1
fan.toggle,toggling <device_name> now.,<device_name> has been toggled.,assistant,1
fan.toggle,flipping <device_name> now,The <device_name> is now flipped,assistant,1
fan.turn_off,Stopping <device_name> now.,The <device_name> has been stopped.,assistant,1
fan.turn_off,Turning off <device_name> now.,The <device_name> is now off.,assistant,1
fan.turn_off,deactivating <device_name>,deactivated <device_name>,assistant,1
fan.turn_on,Turning on <device_name> now.,The <device_name> is now on.,assistant,1
fan.turn_on,Activating <device_name> now.,<device_name> is now on.,assistant,1
garage_door.close_cover,Shutting <device_name> now.,<device_name> is now shut.,assistant,1
garage_door.close_cover,deactivating <device_name> now,deactivated <device_name>,assistant,1
garage_door.close_cover,closing <device_name> now.,<device_name> is now closed.,assistant,1
garage_door.open_cover,Opening <device_name> now.,The <device_name> is now open.,assistant,1
garage_door.open_cover,Lifting <device_name> now.,The <device_name> has been lifted.,assistant,1
garage_door.stop_cover,Stopping <device_name> now.,<device_name> has been stopped.,assistant,1
light.toggle,Toggling <device_name> now.,The <device_name> has been toggled.,assistant,1
light.toggle,Flipping <device_name> now.,Flipped <device_name>.,assistant,1
light.turn_off,Turning off <device_name> now.,<device_name> is now off.,assistant,1
light.turn_off,deactivating <device_name> now.,deactivated <device_name>.,assistant,1
light.turn_off,lowering <device_name> now.,<device_name> is now lowered.,assistant,1
light.turn_off,switching off <device_name> now,<device_name> is now off,assistant,1
light.turn_on,Turning on <device_name> now.,<device_name> is now on.,assistant,1
light.turn_on,activating <device_name> now.,activated <device_name>.,assistant,1
light.turn_on,Switching on <device_name> now.,The <device_name> is now on.,assistant,1
light.turn_on,Turning on both <device_name> now.,Both <device_name> are now on.,assistant,1
lock.lock,Securing <device_name> now.,The <device_name> is now secured.,assistant,1
lock.lock,Locking <device_name> now.,<device_name> is now locked.,assistant,1
lock.unlock,Unlocking <device_name> now.,The <device_name> is now unlocked.,assistant,1
lock.unlock,unsecuring <device_name> now,unsecured <device_name>,assistant,1
blinds.open_cover,"Openin' the blinds now, matey.","The blinds be open, ye.",pirate,0
blinds.open_cover,"Aye, openin' the blinds now, matey!","Aye, the blinds be open, me hearty!",pirate,0
blinds.open_cover,"Aye, openin' the blinds now.","Aye, the blinds be open now.",pirate,0
blinds.close_cover,"Closin' the blinds now, matey.","The blinds be closed, as ye requested.",pirate,0
blinds.close_cover,Closin' the blinds for ye now.,"The blinds be closed, matey.",pirate,0
blinds.close_cover,"Aye, closin' the blinds now.","Aye, the blinds be closed.",pirate,0
blinds.stop_cover,"Stopin' the blinds now, matey.","The blinds be stopped, arrr.",pirate,0
blinds.stop_cover,Haltin' the blinds for ye now.,"The blinds be halted, matey.",pirate,0
blinds.stop_cover,"Aye, stoppin' the blinds' movement now.","Aye, the blinds be halted.",pirate,0
blinds.toggle,Togglin' the blinds' state for ye now.,"The blinds' state be toggled, matey.",pirate,0
blinds.toggle,"Switchin' the blinds' state now, ye scallywag.","The blinds be switched, me hearty.",pirate,0
blinds.toggle,I'll be togglin' the blinds for ye now.,"The blinds be toggled, matey.",pirate,0
blinds.open_cover,"Liftin' <device_name> blinds, workin' on it yarr","Lifted <device_name> blinds, all set yarr",pirate,0
blinds.open_cover,"Openin' <device_name> now, matey","Aye, <device_name> be open",pirate,0
blinds.open_cover,Raisin' <device_name> for ye now,"Raisin' <device_name> done, matey",pirate,0
blinds.stop_cover,Freezin' <device_name> position now.,"Freezin' <device_name> position, done.",pirate,0
blinds.stop_cover,Haltin' <device_name> now,"Aye, <device_name> be halted.",pirate,0
blinds.stop_cover,"Aye, stoppin' <device_name> operation now.",The <device_name> operation be stopped.,pirate,0
blinds.open_cover,"Raisin' <device_name> now, matey.","Aye, <device_name> be raised.",pirate,0
blinds.close_cover,Closin' <device_name> for ye,Closed <device_name> for ye,pirate,0
blinds.close_cover,"Lowerin' <device_name> now, matey.","Aye, <device_name> be lowered.",pirate,0
blinds.close_cover,"Shuttin' <device_name> now, yarr","Shuttin' <device_name> done, yarr",pirate,0
blinds.close_cover,Lowerin' <device_name> now.,"Aye, <device_name> be lowered.",pirate,0
blinds.toggle,"Flippin' <device_name> state now, matey!","Flippin' <device_name> state done, ye scurvy dog!",pirate,0
blinds.toggle,"Switchin' <device_name> state, hold fast yarr","Switched <device_name> state, yarr",pirate,0
blinds.toggle,Togglin' <device_name> for ye,"Aye, <device_name> be toggled for ye",pirate,0
blinds.toggle,"Togglin' <device_name> now, matey!","Aye, <device_name> be toggled, me hearty!",pirate,0
climate.set_humidity,"Yarrr, rampin' up humidity to <humidity>, by the sea!","Yarrr, humidity's set to <humidity>, by the sea!",pirate,0
climate.set_humidity,"Arrr, settin' humidity to <humidity> percent now, matey!","Arrr, humidity be set to <humidity> percent, as ye wish!",pirate,0
climate.set_humidity,"By Davy Jones' locker, I be adjustin' humidity to <humidity>% now!","By Davy Jones' locker, humidity be set to <humidity>%!",pirate,0
climate.set_fan_mode,"Hoistin' the fan to <fan_mode> speed, workin' on it!","The fan's hoisted to <fan_mode> speed, swifter than a sloop!",pirate,0
climate.set_fan_mode,"Arr, settin' the fan to <fan_mode>, hold tight!","Arr, the fan be set to <fan_mode>, steady as she goes!",pirate,0
climate.set_fan_mode,"Shiver me timbers, settin' the fan to <fan_mode> now!","Shiver me timbers, the fan be set to <fan_mode>.",pirate,0
climate.set_hvac_mode,"Blimey, switchin' to <hvac_mode> mode now, full sail ahead!","Blimey, switched to <hvac_mode> mode, full sail ahead!",pirate,0
climate.set_hvac_mode,"Arrr, settin' the HVAC to <hvac_mode> now, steady as she goes!","Arrr, the HVAC be set to <hvac_mode>, steady as she goes!",pirate,0
climate.set_hvac_mode,"Aye, switchin' HVAC to <hvac_mode> mode now!","Done, HVAC be set to <hvac_mode> mode!",pirate,0
climate.set_temperature,"Arr, settin' temperature to <temp_f> degrees now, as warm as the Caribbean sun!","Arr, temperature set to <temp_f> degrees, as warm as the Caribbean sun!",pirate,0
